FIPS Code,State and area,Year,Month,Civilian non-institutional population,Total,Percent of population,EmploymentTotal,Percent of population,UnemploymentTotal,UnemplotmentRate
31,Nebraska,2021,1,"1,505,888   ","1,035,319   ",68.8   ,"1,001,538   ",66.5   ,"33,781   ",3.3   
32,Nevada,2021,1,"2,473,468   ","1,512,592   ",61.2   ,"1,358,304   ",54.9   ,"154,288   ",10.2   
33,New Hampshire,2021,1,"1,144,898   ","754,797   ",65.9   ,"719,102   ",62.8   ,"35,695   ",4.7   
34,New Jersey,2021,1,"7,382,627   ","4,626,722   ",62.7   ,"4,264,875   ",57.8   ,"361,847   ",7.8   
35,New Mexico,2021,1,"1,661,063   ","931,686   ",56.1   ,"862,543   ",51.9   ,"69,143   ",7.4   
36,New York,2021,1,"16,090,433   ","9,340,122   ",58.0   ,"8,475,485   ",52.7   ,"864,637   ",9.3   
51000,New York city,2021,1,"6,972,907   ","3,955,248   ",56.7   ,"3,429,925   ",49.2   ,"525,323   ",13.3   
37,North Carolina,2021,1,"8,274,077   ","4,850,888   ",58.6   ,"4,564,428   ",55.2   ,"286,460   ",5.9   
38,North Dakota,2021,1,"593,805   ","401,148   ",67.6   ,"379,834   ",64.0   ,"21,314   ",5.3   
39,Ohio,2021,1,"9,317,161   ","5,667,198   ",60.8   ,"5,283,525   ",56.7   ,"383,673   ",6.8   
40,Oklahoma,2021,1,"3,047,138   ","1,847,307   ",60.6   ,"1,749,399   ",57.4   ,"97,908   ",5.3   
41,Oregon,2021,1,"3,441,725   ","2,109,200   ",61.3   ,"1,961,584   ",57.0   ,"147,616   ",7.0   
42,Pennsylvania,2021,1,"10,421,289   ","6,397,032   ",61.4   ,"5,901,704   ",56.6   ,"495,328   ",7.7   
44,Rhode Island,2021,1,"896,626   ","567,173   ",63.3   ,"524,826   ",58.5   ,"42,347   ",7.5   
45,South Carolina,2021,1,"4,088,569   ","2,335,863   ",57.1   ,"2,215,943   ",54.2   ,"119,920   ",5.1   
46,South Dakota,2021,1,"678,825   ","456,796   ",67.3   ,"439,965   ",64.8   ,"16,831   ",3.7   
47,Tennessee,2021,1,"5,482,264   ","3,302,077   ",60.2   ,"3,117,607   ",56.9   ,"184,470   ",5.6   
48,Texas,2021,1,"22,299,960   ","14,046,768   ",63.0   ,"13,057,252   ",58.6   ,"989,516   ",7.0   
49,Utah,2021,1,"2,448,063   ","1,660,573   ",67.8   ,"1,600,991   ",65.4   ,"59,582   ",3.6   
50,Vermont,2021,1,"536,140   ","324,921   ",60.6   ,"310,775   ",58.0   ,"14,146   ",4.4   
51,Virginia,2021,1,"6,772,415   ","4,234,951   ",62.5   ,"4,025,267   ",59.4   ,"209,684   ",5.0   
53,Washington,2021,1,"6,127,843   ","3,868,046   ",63.1   ,"3,598,504   ",58.7   ,"269,542   ",7.0   
54,West Virginia,2021,1,"1,443,775   ","771,868   ",53.5   ,"719,468   ",49.8   ,"52,400   ",6.8   
55,Wisconsin,2021,1,"4,701,004   ","3,086,023   ",65.6   ,"2,941,555   ",62.6   ,"144,468   ",4.7   
56,Wyoming,2021,1,"451,665   ","288,774   ",63.9   ,"271,830   ",60.2   ,"16,944   ",5.9   
1,Alabama,2021,2,"3,966,920   ","2,245,086   ",56.6   ,"2,154,806   ",54.3   ,"90,280   ",4.0   
2,Alaska,2021,2,"544,796   ","347,094   ",63.7   ,"320,000   ",58.7   ,"27,094   ",7.8   
4,Arizona,2021,2,"5,717,688   ","3,500,114   ",61.2   ,"3,287,384   ",57.5   ,"212,730   ",6.1   
5,Arkansas,2021,2,"2,350,723   ","1,329,596   ",56.6   ,"1,257,654   ",53.5   ,"71,942   ",5.4   
6,California,2021,2,"31,043,692   ","18,786,310   ",60.5   ,"17,115,928   ",55.1   ,"1,670,382   ",8.9   
37,Los Angeles County,2021,2,"7,996,629   ","4,982,248   ",62.3   ,"4,450,072   ",55.6   ,"532,176   ",10.7   
8,Colorado,2021,2,"4,606,891   ","3,118,541   ",67.7   ,"2,921,152   ",63.4   ,"197,389   ",6.3   
9,Connecticut,2021,2,"2,920,254   ","1,830,706   ",62.7   ,"1,687,911   ",57.8   ,"142,795   ",7.8   
10,Delaware,2021,2,"800,193   ","493,300   ",61.6   ,"463,245   ",57.9   ,"30,055   ",6.1   
11,District of Columbia,2021,2,"553,514   ","377,008   ",68.1   ,"352,271   ",63.6   ,"24,737   ",6.6   
12,Florida,2021,2,"17,608,777   ","10,153,076   ",57.7   ,"9,591,471   ",54.5   ,"561,605   ",5.5   
13,Georgia,2021,2,"8,348,634   ","5,178,850   ",62.0   ,"4,937,314   ",59.1   ,"241,536   ",4.7   
15,Hawaii,2021,2,"1,118,963   ","657,610   ",58.8   ,"614,604   ",54.9   ,"43,006   ",6.5   
16,Idaho,2021,2,"1,447,808   ","908,794   ",62.8   ,"864,690   ",59.7   ,"44,104   ",4.9   
17,Illinois,2021,2,"10,059,316   ","6,249,679   ",62.1   ,"5,792,893   ",57.6   ,"456,786   ",7.3   
18,Indiana,2021,2,"5,303,295   ","3,301,704   ",62.3   ,"3,146,095   ",59.3   ,"155,609   ",4.7   
19,Iowa,2021,2,"2,501,179   ","1,669,326   ",66.7   ,"1,584,783   ",63.4   ,"84,543   ",5.1   
20,Kansas,2021,2,"2,251,588   ","1,491,577   ",66.2   ,"1,434,844   ",63.7   ,"56,733   ",3.8   
21,Kentucky,2021,2,"3,528,248   ","2,006,677   ",56.9   ,"1,902,780   ",53.9   ,"103,897   ",5.2   
22,Louisiana,2021,2,"3,571,707   ","2,030,031   ",56.8   ,"1,911,840   ",53.5   ,"118,191   ",5.8   
23,Maine,2021,2,"1,133,210   ","675,348   ",59.6   ,"638,271   ",56.3   ,"37,077   ",5.5   
24,Maryland,2021,2,"4,862,165   ","3,130,267   ",64.4   ,"2,939,926   ",60.5   ,"190,341   ",6.1   
25,Massachusetts,2021,2,"5,731,498   ","3,723,612   ",65.0   ,"3,453,845   ",60.3   ,"269,767   ",7.2   
26,Michigan,2021,2,"8,058,869   ","4,725,011   ",58.6   ,"4,405,204   ",54.7   ,"319,807   ",6.8   
27,Minnesota,2021,2,"4,486,360   ","3,003,994   ",67.0   ,"2,866,766   ",63.9   ,"137,228   ",4.6   
28,Mississippi,2021,2,"2,277,756   ","1,251,704   ",55.0   ,"1,169,064   ",51.3   ,"82,640   ",6.6   
29,Missouri,2021,2,"4,842,599   ","3,044,490   ",62.9   ,"2,878,894   ",59.4   ,"165,596   ",5.4   
30,Montana,2021,2,"875,097   ","541,608   ",61.9   ,"516,599   ",59.0   ,"25,009   ",4.6   
31,Nebraska,2021,2,"1,506,295   ","1,042,290   ",69.2   ,"1,007,674   ",66.9   ,"34,616   ",3.3   
32,Nevada,2021,2,"2,475,924   ","1,522,732   ",61.5   ,"1,378,610   ",55.7   ,"144,122   ",9.5   
33,New Hampshire,2021,2,"1,145,864   ","756,139   ",66.0   ,"721,191   ",62.9   ,"34,948   ",4.6   
34,New Jersey,2021,2,"7,382,562   ","4,657,496   ",63.1   ,"4,295,937   ",58.2   ,"361,559   ",7.8   
35,New Mexico,2021,2,"1,661,384   ","937,649   ",56.4   ,"869,327   ",52.3   ,"68,322   ",7.3   
36,New York,2021,2,"16,069,350   ","9,340,538   ",58.1   ,"8,479,146   ",52.8   ,"861,392   ",9.2   
51000,New York city,2021,2,"6,952,431   ","3,973,098   ",57.1   ,"3,463,767   ",49.8   ,"509,331   ",12.8   
37,North Carolina,2021,2,"8,280,984   ","4,906,409   ",59.2   ,"4,623,892   ",55.8   ,"282,517   ",5.8   
38,North Dakota,2021,2,"593,553   ","402,452   ",67.8   ,"381,511   ",64.3   ,"20,941   ",5.2   
39,Ohio,2021,2,"9,316,652   ","5,690,029   ",61.1   ,"5,320,477   ",57.1   ,"369,552   ",6.5   
40,Oklahoma,2021,2,"3,048,872   ","1,852,029   ",60.7   ,"1,757,434   ",57.6   ,"94,595   ",5.1   
41,Oregon,2021,2,"3,442,664   ","2,125,838   ",61.7   ,"1,982,664   ",57.6   ,"143,174   ",6.7   
42,Pennsylvania,2021,2,"10,419,921   ","6,421,847   ",61.6   ,"5,936,344   ",57.0   ,"485,503   ",7.6   
44,Rhode Island,2021,2,"896,732   ","567,330   ",63.3   ,"527,437   ",58.8   ,"39,893   ",7.0   
45,South Carolina,2021,2,"4,092,964   ","2,351,686   ",57.5   ,"2,238,681   ",54.7   ,"113,005   ",4.8   
46,South Dakota,2021,2,"679,463   ","460,749   ",67.8   ,"443,311   ",65.2   ,"17,438   ",3.8   
47,Tennessee,2021,2,"5,486,227   ","3,301,994   ",60.2   ,"3,131,094   ",57.1   ,"170,900   ",5.2   
48,Texas,2021,2,"22,324,801   ","14,143,980   ",63.4   ,"13,176,261   ",59.0   ,"967,719   ",6.8   
49,Utah,2021,2,"2,452,839   ","1,669,753   ",68.1   ,"1,609,979   ",65.6   ,"59,774   ",3.6   
50,Vermont,2021,2,"536,440   ","325,774   ",60.7   ,"311,579   ",58.1   ,"14,195   ",4.4   
51,Virginia,2021,2,"6,773,404   ","4,258,485   ",62.9   ,"4,056,733   ",59.9   ,"201,752   ",4.7   
53,Washington,2021,2,"6,130,090   ","3,884,574   ",63.4   ,"3,625,632   ",59.1   ,"258,942   ",6.7   
54,West Virginia,2021,2,"1,443,332   ","780,140   ",54.1   ,"727,170   ",50.4   ,"52,970   ",6.8   
55,Wisconsin,2021,2,"4,701,906   ","3,112,165   ",66.2   ,"2,955,438   ",62.9   ,"156,727   ",5.0   
56,Wyoming,2021,2,"451,908   ","290,079   ",64.2   ,"272,713   ",60.3   ,"17,366   ",6.0   
1,Alabama,2021,3,"3,967,991   ","2,240,631   ",56.5   ,"2,159,029   ",54.4   ,"81,602   ",3.6   
2,Alaska,2021,3,"544,863   ","347,584   ",63.8   ,"320,753   ",58.9   ,"26,831   ",7.7   
4,Arizona,2021,3,"5,725,595   ","3,507,434   ",61.3   ,"3,307,327   ",57.8   ,"200,107   ",5.7   
5,Arkansas,2021,3,"2,351,781   ","1,333,827   ",56.7   ,"1,270,783   ",54.0   ,"63,044   ",4.7   
6,California,2021,3,"31,031,526   ","18,800,220   ",60.6   ,"17,177,885   ",55.4   ,"1,622,335   ",8.6   
37,Los Angeles County,2021,3,"7,988,033   ","4,988,683   ",62.5   ,"4,469,514   ",56.0   ,"519,169   ",10.4   
8,Colorado,2021,3,"4,610,110   ","3,119,190   ",67.7   ,"2,924,896   ",63.4   ,"194,294   ",6.2   
9,Connecticut,2021,3,"2,920,979   ","1,839,446   ",63.0   ,"1,703,553   ",58.3   ,"135,893   ",7.4   
10,Delaware,2021,3,"801,093   ","496,699   ",62.0   ,"467,273   ",58.3   ,"29,426   ",5.9   
11,District of Columbia,2021,3,"551,895   ","377,021   ",68.3   ,"352,213   ",63.8   ,"24,808   ",6.6   
12,Florida,2021,3,"17,623,916   ","10,151,654   ",57.6   ,"9,617,817   ",54.6   ,"533,837   ",5.3   
13,Georgia,2021,3,"8,355,081   ","5,186,684   ",62.1   ,"4,961,076   ",59.4   ,"225,608   ",4.3   
15,Hawaii,2021,3,"1,118,275   ","659,436   ",59.0   ,"620,687   ",55.5   ,"38,749   ",5.9   
16,Idaho,2021,3,"1,451,668   ","908,745   ",62.6   ,"867,823   ",59.8   ,"40,922   ",4.5   
17,Illinois,2021,3,"10,053,150   ","6,257,339   ",62.2   ,"5,837,678   ",58.1   ,"419,661   ",6.7   
18,Indiana,2021,3,"5,305,141   ","3,319,913   ",62.6   ,"3,167,913   ",59.7   ,"152,000   ",4.6   
19,Iowa,2021,3,"2,501,772   ","1,669,835   ",66.7   ,"1,590,065   ",63.6   ,"79,770   ",4.8   
20,Kansas,2021,3,"2,251,867   ","1,487,544   ",66.1   ,"1,435,519   ",63.7   ,"52,025   ",3.5   
21,Kentucky,2021,3,"3,528,701   ","2,025,059   ",57.4   ,"1,921,436   ",54.5   ,"103,623   ",5.1   
22,Louisiana,2021,3,"3,570,130   ","2,047,172   ",57.3   ,"1,933,260   ",54.2   ,"113,912   ",5.6   
23,Maine,2021,3,"1,134,083   ","677,577   ",59.7   ,"640,976   ",56.5   ,"36,601   ",5.4   
24,Maryland,2021,3,"4,862,126   ","3,149,626   ",64.8   ,"2,961,189   ",60.9   ,"188,437   ",6.0   
25,Massachusetts,2021,3,"5,729,530   ","3,727,618   ",65.1   ,"3,478,440   ",60.7   ,"249,178   ",6.7   
26,Michigan,2021,3,"8,058,586   ","4,742,773   ",58.9   ,"4,428,035   ",54.9   ,"314,738   ",6.6   
27,Minnesota,2021,3,"4,487,038   ","3,000,619   ",66.9   ,"2,868,356   ",63.9   ,"132,263   ",4.4   
28,Mississippi,2021,3,"2,277,549   ","1,252,474   ",55.0   ,"1,172,361   ",51.5   ,"80,113   ",6.4   
29,Missouri,2021,3,"4,843,995   ","3,045,280   ",62.9   ,"2,891,089   ",59.7   ,"154,191   ",5.1   
30,Montana,2021,3,"876,492   ","544,265   ",62.1   ,"520,657   ",59.4   ,"23,608   ",4.3   
31,Nebraska,2021,3,"1,506,729   ","1,042,362   ",69.2   ,"1,011,199   ",67.1   ,"31,163   ",3.0   
32,Nevada,2021,3,"2,478,396   ","1,516,751   ",61.2   ,"1,380,555   ",55.7   ,"136,196   ",9.0   
33,New Hampshire,2021,3,"1,146,824   ","755,354   ",65.9   ,"722,442   ",63.0   ,"32,912   ",4.4   
34,New Jersey,2021,3,"7,382,531   ","4,661,726   ",63.1   ,"4,321,628   ",58.5   ,"340,098   ",7.3   
35,New Mexico,2021,3,"1,661,724   ","931,884   ",56.1   ,"867,674   ",52.2   ,"64,210   ",6.9   
36,New York,2021,3,"16,048,338   ","9,552,051   ",59.5   ,"8,762,981   ",54.6   ,"789,070   ",8.3   
51000,New York city,2021,3,"6,932,255   ","4,161,200   ",60.0   ,"3,692,059   ",53.3   ,"469,141   ",11.3   
37,North Carolina,2021,3,"8,288,288   ","4,927,647   ",59.5   ,"4,668,205   ",56.3   ,"259,442   ",5.3   
38,North Dakota,2021,3,"593,337   ","403,208   ",68.0   ,"383,488   ",64.6   ,"19,720   ",4.9   
39,Ohio,2021,3,"9,316,468   ","5,696,967   ",61.1   ,"5,357,026   ",57.5   ,"339,941   ",6.0   
40,Oklahoma,2021,3,"3,050,716   ","1,850,247   ",60.6   ,"1,769,828   ",58.0   ,"80,419   ",4.3   
41,Oregon,2021,3,"3,443,663   ","2,144,981   ",62.3   ,"2,005,159   ",58.2   ,"139,822   ",6.5   
42,Pennsylvania,2021,3,"10,418,739   ","6,394,362   ",61.4   ,"5,943,462   ",57.0   ,"450,900   ",7.1   
44,Rhode Island,2021,3,"896,791   ","565,056   ",63.0   ,"530,400   ",59.1   ,"34,656   ",6.1   
45,South Carolina,2021,3,"4,097,529   ","2,357,430   ",57.5   ,"2,254,028   ",55.0   ,"103,402   ",4.4   
46,South Dakota,2021,3,"680,115   ","462,717   ",68.0   ,"446,287   ",65.6   ,"16,430   ",3.6   
47,Tennessee,2021,3,"5,490,366   ","3,304,743   ",60.2   ,"3,141,222   ",57.2   ,"163,521   ",4.9   
48,Texas,2021,3,"22,349,793   ","14,143,869   ",63.3   ,"13,228,565   ",59.2   ,"915,304   ",6.5   
49,Utah,2021,3,"2,457,676   ","1,667,015   ",67.8   ,"1,613,961   ",65.7   ,"53,054   ",3.2   
50,Vermont,2021,3,"536,733   ","327,725   ",61.1   ,"313,304   ",58.4   ,"14,421   ",4.4   
51,Virginia,2021,3,"6,774,716   ","4,271,427   ",63.0   ,"4,077,560   ",60.2   ,"193,867   ",4.5   
53,Washington,2021,3,"6,132,480   ","3,882,427   ",63.3   ,"3,643,094   ",59.4   ,"239,333   ",6.2   
54,West Virginia,2021,3,"1,442,901   ","777,455   ",53.9   ,"728,922   ",50.5   ,"48,533   ",6.2   
55,Wisconsin,2021,3,"4,702,938   ","3,114,001   ",66.2   ,"2,965,481   ",63.1   ,"148,520   ",4.8   
56,Wyoming,2021,3,"452,156   ","289,646   ",64.1   ,"273,909   ",60.6   ,"15,737   ",5.4   
1,Alabama,2021,4,"3,968,891   ","2,251,429   ",56.7   ,"2,177,131   ",54.9   ,"74,298   ",3.3   
2,Alaska,2021,4,"544,957   ","350,052   ",64.2   ,"323,748   ",59.4   ,"26,304   ",7.5   
4,Arizona,2021,4,"5,733,423   ","3,500,887   ",61.1   ,"3,307,464   ",57.7   ,"193,423   ",5.5   
5,Arkansas,2021,4,"2,352,742   ","1,334,092   ",56.7   ,"1,278,436   ",54.3   ,"55,656   ",4.2   
6,California,2021,4,"31,019,511   ","18,761,567   ",60.5   ,"17,203,841   ",55.5   ,"1,557,726   ",8.3   
37,Los Angeles County,2021,4,"7,979,713   ","4,996,030   ",62.6   ,"4,483,749   ",56.2   ,"512,281   ",10.3   
8,Colorado,2021,4,"4,613,191   ","3,133,047   ",67.9   ,"2,941,890   ",63.8   ,"191,157   ",6.1   
9,Connecticut,2021,4,"2,921,586   ","1,834,134   ",62.8   ,"1,709,068   ",58.5   ,"125,066   ",6.8   
10,Delaware,2021,4,"801,950   ","497,578   ",62.0   ,"469,360   ",58.5   ,"28,218   ",5.7   
11,District of Columbia,2021,4,"550,250   ","375,753   ",68.3   ,"351,509   ",63.9   ,"24,244   ",6.5   
12,Florida,2021,4,"17,638,654   ","10,204,811   ",57.9   ,"9,704,691   ",55.0   ,"500,120   ",4.9   
13,Georgia,2021,4,"8,361,482   ","5,168,390   ",61.8   ,"4,956,803   ",59.3   ,"211,587   ",4.1   
15,Hawaii,2021,4,"1,117,684   ","662,973   ",59.3   ,"624,693   ",55.9   ,"38,280   ",5.8   
16,Idaho,2021,4,"1,455,486   ","909,676   ",62.5   ,"873,758   ",60.0   ,"35,918   ",3.9   
17,Illinois,2021,4,"10,046,785   ","6,274,112   ",62.4   ,"5,870,939   ",58.4   ,"403,173   ",6.4   
18,Indiana,2021,4,"5,306,658   ","3,330,221   ",62.8   ,"3,199,102   ",60.3   ,"131,119   ",3.9   
19,Iowa,2021,4,"2,502,242   ","1,669,848   ",66.7   ,"1,595,537   ",63.8   ,"74,311   ",4.5   
20,Kansas,2021,4,"2,252,124   ","1,486,869   ",66.0   ,"1,439,031   ",63.9   ,"47,838   ",3.2   
21,Kentucky,2021,4,"3,528,934   ","2,024,226   ",57.4   ,"1,936,571   ",54.9   ,"87,655   ",4.3   
22,Louisiana,2021,4,"3,568,464   ","2,063,696   ",57.8   ,"1,942,603   ",54.4   ,"121,093   ",5.9   
23,Maine,2021,4,"1,134,933   ","678,991   ",59.8   ,"643,034   ",56.7   ,"35,957   ",5.3   
24,Maryland,2021,4,"4,861,905   ","3,146,253   ",64.7   ,"2,965,924   ",61.0   ,"180,329   ",5.7   
25,Massachusetts,2021,4,"5,727,289   ","3,723,599   ",65.0   ,"3,497,604   ",61.1   ,"225,995   ",6.1   
26,Michigan,2021,4,"8,057,853   ","4,722,624   ",58.6   ,"4,430,366   ",55.0   ,"292,258   ",6.2   
27,Minnesota,2021,4,"4,487,423   ","3,008,051   ",67.0   ,"2,895,697   ",64.5   ,"112,354   ",3.7   
28,Mississippi,2021,4,"2,277,249   ","1,255,816   ",55.1   ,"1,182,088   ",51.9   ,"73,728   ",5.9   
29,Missouri,2021,4,"4,845,263   ","3,058,002   ",63.1   ,"2,920,019   ",60.3   ,"137,983   ",4.5   
30,Montana,2021,4,"877,853   ","545,094   ",62.1   ,"525,492   ",59.9   ,"19,602   ",3.6   
31,Nebraska,2021,4,"1,507,053   ","1,043,501   ",69.2   ,"1,016,729   ",67.5   ,"26,772   ",2.6   
32,Nevada,2021,4,"2,480,807   ","1,512,277   ",61.0   ,"1,382,234   ",55.7   ,"130,043   ",8.6   
33,New Hampshire,2021,4,"1,147,743   ","751,084   ",65.4   ,"721,863   ",62.9   ,"29,221   ",3.9   
34,New Jersey,2021,4,"7,382,264   ","4,641,403   ",62.9   ,"4,329,752   ",58.7   ,"311,651   ",6.7   
35,New Mexico,2021,4,"1,662,024   ","938,964   ",56.5   ,"872,411   ",52.5   ,"66,553   ",7.1   
36,New York,2021,4,"16,026,880   ","9,509,804   ",59.3   ,"8,778,132   ",54.8   ,"731,672   ",7.7   
51000,New York city,2021,4,"6,912,339   ","4,131,468   ",59.8   ,"3,679,670   ",53.2   ,"451,798   ",10.9   
37,North Carolina,2021,4,"8,295,572   ","4,926,336   ",59.4   ,"4,679,496   ",56.4   ,"246,840   ",5.0   
38,North Dakota,2021,4,"593,093   ","404,117   ",68.1   ,"387,025   ",65.3   ,"17,092   ",4.2   
39,Ohio,2021,4,"9,315,707   ","5,706,814   ",61.3   ,"5,390,788   ",57.9   ,"316,026   ",5.5   
40,Oklahoma,2021,4,"3,052,512   ","1,850,570   ",60.6   ,"1,767,774   ",57.9   ,"82,796   ",4.5   
41,Oregon,2021,4,"3,444,488   ","2,144,560   ",62.3   ,"2,020,483   ",58.7   ,"124,077   ",5.8   
42,Pennsylvania,2021,4,"10,417,033   ","6,375,823   ",61.2   ,"5,958,501   ",57.2   ,"417,322   ",6.5   
44,Rhode Island,2021,4,"896,851   ","564,441   ",62.9   ,"533,191   ",59.5   ,"31,250   ",5.5   
45,South Carolina,2021,4,"4,102,138   ","2,350,961   ",57.3   ,"2,261,730   ",55.1   ,"89,231   ",3.8   
46,South Dakota,2021,4,"680,690   ","465,136   ",68.3   ,"449,873   ",66.1   ,"15,263   ",3.3   
47,Tennessee,2021,4,"5,494,239   ","3,304,662   ",60.1   ,"3,158,114   ",57.5   ,"146,548   ",4.4   
48,Texas,2021,4,"22,374,768   ","14,150,421   ",63.2   ,"13,313,648   ",59.5   ,"836,773   ",5.9   
49,Utah,2021,4,"2,462,397   ","1,664,386   ",67.6   ,"1,615,784   ",65.6   ,"48,602   ",2.9   
50,Vermont,2021,4,"537,005   ","325,980   ",60.7   ,"312,017   ",58.1   ,"13,963   ",4.3   
51,Virginia,2021,4,"6,775,908   ","4,255,479   ",62.8   ,"4,087,808   ",60.3   ,"167,671   ",3.9   
53,Washington,2021,4,"6,134,730   ","3,858,704   ",62.9   ,"3,650,991   ",59.5   ,"207,713   ",5.4   
54,West Virginia,2021,4,"1,442,387   ","786,589   ",54.5   ,"741,952   ",51.4   ,"44,637   ",5.7   
55,Wisconsin,2021,4,"4,703,671   ","3,115,077   ",66.2   ,"2,982,218   ",63.4   ,"132,859   ",4.3   
56,Wyoming,2021,4,"452,357   ","287,973   ",63.7   ,"273,666   ",60.5   ,"14,307   ",5.0   
1,Alabama,2021,5,"3,970,436   ","2,245,174   ",56.5   ,"2,170,297   ",54.7   ,"74,877   ",3.3   
2,Alaska,2021,5,"545,149   ","353,172   ",64.8   ,"328,659   ",60.3   ,"24,513   ",6.9   
4,Arizona,2021,5,"5,742,205   ","3,507,279   ",61.1   ,"3,320,554   ",57.8   ,"186,725   ",5.3   
5,Arkansas,2021,5,"2,354,084   ","1,332,958   ",56.6   ,"1,275,250   ",54.2   ,"57,708   ",4.3   
6,California,2021,5,"31,011,360   ","18,828,637   ",60.7   ,"17,403,137   ",56.1   ,"1,425,500   ",7.6   
37,Los Angeles County,2021,5,"7,971,118   ","4,997,191   ",62.7   ,"4,522,063   ",56.7   ,"475,128   ",9.5   
8,Colorado,2021,5,"4,617,031   ","3,133,677   ",67.9   ,"2,954,962   ",64.0   ,"178,715   ",5.7   
9,Connecticut,2021,5,"2,922,726   ","1,849,338   ",63.3   ,"1,726,649   ",59.1   ,"122,689   ",6.6   
10,Delaware,2021,5,"802,942   ","493,440   ",61.5   ,"467,684   ",58.2   ,"25,756   ",5.2   
11,District of Columbia,2021,5,"548,635   ","377,895   ",68.9   ,"352,767   ",64.3   ,"25,128   ",6.6   
12,Florida,2021,5,"17,656,689   ","10,259,531   ",58.1   ,"9,781,231   ",55.4   ,"478,300   ",4.7   
13,Georgia,2021,5,"8,369,050   ","5,156,490   ",61.6   ,"4,950,903   ",59.2   ,"205,587   ",4.0   
15,Hawaii,2021,5,"1,117,230   ","663,437   ",59.4   ,"626,470   ",56.1   ,"36,967   ",5.6   
16,Idaho,2021,5,"1,459,521   ","913,151   ",62.6   ,"882,368   ",60.5   ,"30,783   ",3.4   
17,Illinois,2021,5,"10,042,007   ","6,270,475   ",62.4   ,"5,887,235   ",58.6   ,"383,240   ",6.1   
18,Indiana,2021,5,"5,309,111   ","3,343,134   ",63.0   ,"3,209,327   ",60.4   ,"133,807   ",4.0   
19,Iowa,2021,5,"2,503,170   ","1,666,672   ",66.6   ,"1,593,608   ",63.7   ,"73,064   ",4.4   
20,Kansas,2021,5,"2,252,743   ","1,489,425   ",66.1   ,"1,439,780   ",63.9   ,"49,645   ",3.3   
21,Kentucky,2021,5,"3,529,835   ","2,024,983   ",57.4   ,"1,936,851   ",54.9   ,"88,132   ",4.4   
22,Louisiana,2021,5,"3,567,333   ","2,065,533   ",57.9   ,"1,940,098   ",54.4   ,"125,435   ",6.1   
23,Maine,2021,5,"1,135,999   ","679,137   ",59.8   ,"645,240   ",56.8   ,"33,897   ",5.0   
24,Maryland,2021,5,"4,862,429   ","3,155,946   ",64.9   ,"2,966,571   ",61.0   ,"189,375   ",6.0   
25,Massachusetts,2021,5,"5,725,989   ","3,721,759   ",65.0   ,"3,506,820   ",61.2   ,"214,939   ",5.8   
26,Michigan,2021,5,"8,058,465   ","4,760,352   ",59.1   ,"4,460,718   ",55.4   ,"299,634   ",6.3   
27,Minnesota,2021,5,"4,488,610   ","3,011,123   ",67.1   ,"2,914,745   ",64.9   ,"96,378   ",3.2   
28,Mississippi,2021,5,"2,277,353   ","1,258,776   ",55.3   ,"1,184,143   ",52.0   ,"74,633   ",5.9   
29,Missouri,2021,5,"4,847,412   ","3,074,133   ",63.4   ,"2,929,240   ",60.4   ,"144,893   ",4.7   
30,Montana,2021,5,"879,341   ","548,007   ",62.3   ,"531,050   ",60.4   ,"16,957   ",3.1   
31,Nebraska,2021,5,"1,507,717   ","1,048,243   ",69.5   ,"1,022,439   ",67.8   ,"25,804   ",2.5   
32,Nevada,2021,5,"2,483,582   ","1,507,577   ",60.7   ,"1,392,287   ",56.1   ,"115,290   ",7.6   
33,New Hampshire,2021,5,"1,148,869   ","749,280   ",65.2   ,"723,074   ",62.9   ,"26,206   ",3.5   
34,New Jersey,2021,5,"7,383,097   ","4,643,132   ",62.9   ,"4,338,973   ",58.8   ,"304,159   ",6.6   
35,New Mexico,2021,5,"1,662,634   ","936,684   ",56.3   ,"871,939   ",52.4   ,"64,745   ",6.9   
36,New York,2021,5,"16,007,801   ","9,445,614   ",59.0   ,"8,780,792   ",54.9   ,"664,822   ",7.0   
51000,New York city,2021,5,"6,892,146   ","4,063,769   ",59.0   ,"3,651,035   ",53.0   ,"412,734   ",10.2   
37,North Carolina,2021,5,"8,304,267   ","4,934,701   ",59.4   ,"4,679,784   ",56.4   ,"254,917   ",5.2   
38,North Dakota,2021,5,"592,969   ","406,217   ",68.5   ,"392,909   ",66.3   ,"13,308   ",3.3   
39,Ohio,2021,5,"9,316,588   ","5,707,226   ",61.3   ,"5,415,202   ",58.1   ,"292,024   ",5.1   
40,Oklahoma,2021,5,"3,054,826   ","1,858,008   ",60.8   ,"1,777,673   ",58.2   ,"80,335   ",4.3   
41,Oregon,2021,5,"3,445,913   ","2,137,793   ",62.0   ,"2,023,161   ",58.7   ,"114,632   ",5.4   
